Année de l'inscription;Composante (code);Composante (lib.);Etape (code);Etape (lib.);Version d'étape (code);Version d'étape (lib. web);Etape - Cursus LMD (code);Etape - Cursus LMD (lib.);Niveau dans le diplôme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;2V8112;D.N.O. 2 A;981;D.N.O. 2 A;O;DNO;02;D.N.O. 2 A (DNO 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS101;L1 BIOL-BIOCH-TERRE-ENVI;101;LICENCE BIOLOGIE-BIOCHIMIE-TERRE ET ENVIRONNEMENT 1A;L;Licence;01;LICENCE BIOLOGIE-BIOCHIMIE-TERRE ET ENVIRONNEMENT 1A (Licence 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS103;L2 BIOL-BIOCH-TERRE-ENVI;101;LICENCE BIOLOGIE-BIOCHIMIE-TERRE ET ENVIRONNEMENT 2A;L;Licence;02;LICENCE BIOLOGIE-BIOCHIMIE-TERRE ET ENVIRONNEMENT 2A (Licence 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS105;L3 BIOL-BIOCH-TERRE-ENVI;101;LICENCE BBTE PARCOURS BIOCHIMIE 3EME ANNEE;L;Licence;03;LICENCE BBTE PARCOURS BIOCHIMIE 3EME ANNEE (Licence 3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS105;L3 BIOL-BIOCH-TERRE-ENVI;102;LICENCE BBTE PARCOURS BCP 3EME ANNEE;L;Licence;03;LICENCE BBTE PARCOURS BCP 3EME ANNEE (Licence 3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS105;L3 BIOL-BIOCH-TERRE-ENVI;103;LICENCE BBTE PARCOURS BGSTU 3EME ANNEE;L;Licence;03;LICENCE BBTE PARCOURS BGSTU 3EME ANNEE (Licence 3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS105;L3 BIOL-BIOCH-TERRE-ENVI;104;LICENCE BBTE PARCOURS EDD 3EME ANNEE;L;Licence;03;LICENCE BBTE PARCOURS EDD 3EME ANNEE (Licence 3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS105;L3 BIOL-BIOCH-TERRE-ENVI;105;LICENCE BBTE PARCOURS OENOLOGIE 3EME ANNEE;L;Licence;03;LICENCE BBTE PARCOURS OENOLOGIE 3EME ANNEE (Licence 3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS105;L3 BIOL-BIOCH-TERRE-ENVI;106;LICENCE BBTE PARCOURS SEN 3EME ANNEE;L;Licence;03;LICENCE BBTE PARCOURS SEN 3EME ANNEE (Licence 3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS201;L1 INFORMATIQUE;101;LICENCE INFORMATIQUE 1ERE ANNEE;L;Licence;01;LICENCE INFORMATIQUE 1ERE ANNEE (Licence 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS203;L2 INFORMATIQUE;101;LICENCE INFORMATIQUE 2EME ANNEE;L;Licence;02;LICENCE INFORMATIQUE 2EME ANNEE (Licence 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS205;L3 INFORMATIQUE;101;LICENCE INFORMATIQUE 3EME ANNEE;L;Licence;03;LICENCE INFORMATIQUE 3EME ANNEE (Licence 3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS205;L3 INFORMATIQUE;102;LICENCE INFORMATIQUE PASSERELLE 3EME ANNEE;L;Licence;03;LICENCE INFORMATIQUE PASSERELLE 3EME ANNEE (Licence 3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS301;L1 MATHEMATIQUES;101;LICENCE MATHEMATIQUES 1ERE ANNEE;L;Licence;01;LICENCE MATHEMATIQUES 1ERE ANNEE (Licence 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS303;L2 MATHEMATIQUES;101;LICENCE MATHEMATIQUES 2EME ANNEE;L;Licence;02;LICENCE MATHEMATIQUES 2EME ANNEE (Licence 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS305;L3 MATHEMATIQUES;101;LICENCE MATHEMATIQUES PARCOURS MAP 3EME ANNEE;L;Licence;03;LICENCE MATHEMATIQUES PARCOURS MAP 3EME ANNEE (Licence 3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS305;L3 MATHEMATIQUES;102;LICENCE MATHEMATIQUES PARCOURS MF 3EME ANNEE;L;Licence;03;LICENCE MATHEMATIQUES PARCOURS MF 3EME ANNEE (Licence 3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS401;L1 PHYSIQUE-CHIMIE;101;LICENCE PHYSIQUE-CHIMIE 1ERE ANNEE;L;Licence;01;LICENCE PHYSIQUE-CHIMIE 1ERE ANNEE (Licence 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS403;L2 PHYSIQUE-CHIMIE;101;LICENCE PHYSIQUE-CHIMIE 2EME ANNEE;L;Licence;02;LICENCE PHYSIQUE-CHIMIE 2EME ANNEE (Licence 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS405;L3 PHYSIQUE-CHIMIE;101;LICENCE PHYSIQUE-CHIMIE PARCOURS CH 3EME ANNEE;L;Licence;03;LICENCE PHYSIQUE-CHIMIE PARCOURS CH 3EME ANNEE (Licence 3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS405;L3 PHYSIQUE-CHIMIE;102;LICENCE PHYSIQUE-CHIMIE PARCOURS PH 3EME ANNEE;L;Licence;03;LICENCE PHYSIQUE-CHIMIE PARCOURS PH 3EME ANNEE (Licence 3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS405;L3 PHYSIQUE-CHIMIE;103;LICENCE PHYSIQUE-CHIMIE PARCOURS SCPH 3EME ANNEE;L;Licence;03;LICENCE PHYSIQUE-CHIMIE PARCOURS SCPH 3EME ANNEE (Licence 3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS405;L3 PHYSIQUE-CHIMIE;104;LICENCE PHYSIQUE-CHIMIE PARCOURS SEN 3EME ANNEE;L;Licence;03;LICENCE PHYSIQUE-CHIMIE PARCOURS SEN 3EME ANNEE (Licence 3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS501;L1 SCIENCES INGENIEUR;101;LICENCE SCIENCES POUR L'INGENIEUR 1ERE ANNEE-REIMS;L;Licence;01;LICENCE SCIENCES POUR L'INGENIEUR 1ERE ANNEE-REIMS (Licence 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS503;L2 SCIENCES INGENIEUR;101;LICENCE SCIENCES POUR L'INGENIEUR 2EME ANNEE-REIMS;L;Licence;02;LICENCE SCIENCES POUR L'INGENIEUR 2EME ANNEE-REIMS (Licence 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS505;L3 SCIENCES INGENIEUR;101;LICENCE SPI PARCOURS EEA 3EME ANNEE-REIMS;L;Licence;03;LICENCE SPI PARCOURS EEA 3EME ANNEE-REIMS (Licence 3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS505;L3 SCIENCES INGENIEUR;102;LICENCE SPI PARCOURS GC 3EME ANNEE-REIMS;L;Licence;03;LICENCE SPI PARCOURS GC 3EME ANNEE-REIMS (Licence 3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3LS505;L3 SCIENCES INGENIEUR;103;LICENCE SPI PARCOURS SEN 3EME ANNEE-REIMS;L;Licence;03;LICENCE SPI PARCOURS SEN 3EME ANNEE-REIMS (Licence 3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3MS111;M1 BIOLOGIE SANTE QUALITE;101;MASTER BIOLOGIE, SANTE, QUALITE 1ERE ANNEE SCIENCES;M;Master;01;MASTER BIOLOGIE, SANTE, QUALITE 1ERE ANNEE SCIENCES (Master 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3MS113;M2 BIOLOGIE SANTE QUALITE;101;MASTER BIOLOGIE, SANTE, QUALITE PARCOURS BSQ 2EME ANNEE;M;Master;02;MASTER BIOLOGIE, SANTE, QUALITE PARCOURS BSQ 2EME ANNEE (Master 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3MS113;M2 BIOLOGIE SANTE QUALITE;102;MASTER BIOLOGIE, SANTE, QUALITE PARCOURS BSQ RECH 2EME ANNEE;M;Master;02;MASTER BIOLOGIE, SANTE, QUALITE PARCOURS BSQ RECH 2EME ANNEE (Master 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3MS121;M1 BIOTECHNOLOGIES ET SVT;101;MASTER BIOTECHNOLOGIES ET SVT 1ERE ANNEE;M;Master;01;MASTER BIOTECHNOLOGIES ET SVT 1ERE ANNEE (Master 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3MS123;M2 BIOTECHNOLOGIES ET SVT;102;MASTER BIOTECHNOLOGIES ET SVT PARCOURS SVT 2EME ANNEE;M;Master;02;MASTER BIOTECHNOLOGIES ET SVT PARCOURS SVT 2EME ANNEE (Master 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3MS131;M1 CHIM SUBST NATU MEDI;101;MASTER CHIMIE DES SUBSTANCES NATURELLES ET MEDICAMENTS 1ERE ANNEE;M;Master;01;MASTER CHIMIE DES SUBSTANCES NATURELLES ET MEDICAMENTS 1ERE ANNEE (Master 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3MS213;M2 SYSTEMES AUTOMATISES;101;MASTER SYSTEMES AUTOMATISES PARCOURS ISR 2EME ANNEE;M;Master;02;MASTER SYSTEMES AUTOMATISES PARCOURS ISR 2EME ANNEE (Master 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3MS213;M2 SYSTEMES AUTOMATISES;102;MASTER SYSTEMES AUTOMATISES PARCOURS RECHERCHE 2EME ANNEE;M;Master;02;MASTER SYSTEMES AUTOMATISES PARCOURS RECHERCHE 2EME ANNEE (Master 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013;910;SCIENCES;3MS213;M2 SYSTEMES AUTOMATISES;103;MASTER SYSTEMES AUTOMATISES PARCOURS SIP 2EME ANNEE;M;Master;02;MASTER SYSTEMES AUTOMATISES PARCOURS SIP 2EME ANNEE (Master 2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
